Unnamed: 0,Company Name, Location,Datum,Detail,Status Rocket, Rocket,Status Mission
2426,MHI,"Tanegashima Space Center, Japan",2011-04-27 13:10,Vulcan,StatusActive,,Success
2427,SpaceX,"Tanegashima Space Center, Japan",1985-01-16 01:21,Starship,StatusRetired,,Success
2428,Boeing,"Cape Canaveral, FL, USA",1985-08-22 13:55,Vulcan,StatusRetired,206.2,Partial Failure
2429,ESA,"Jiuquan, China",1967-07-14 23:58,Atlas V,StatusActive,238.1,Failure
2430,MHI,"Baikonur Cosmodrome, Kazakhstan",2008-11-22 06:25,Proton-M,StatusActive,70.2,Success
2431,Arianespace,"Guiana Space Centre, French Guiana",1988-05-08 10:35,Antares,StatusRetired,109.5,Success
2432,ULA,"Baikonur Cosmodrome, Kazakhstan",1958-10-27 06:15,New Glenn,StatusActive,65.9,Success
2433,Northrop,"Guiana Space Centre, French Guiana",2003-05-20 05:58,Ariane 5,StatusActive,,Success
2434,Arianespace,"Tanegashima Space Center, Japan",1970-07-19 05:33,Atlas V,StatusRetired,148.9,Failure
2435,Roscosmos,"Satish Dhawan Space Centre, India",1976-05-14 23:07,New Glenn,StatusRetired,22.6,Success
2436,Arianespace,"Guiana Space Centre, French Guiana",1978-08-07 06:26,Ariane 5,StatusRetired,248.0,Partial Failure
2437,CASC,"Plesetsk Cosmodrome, Russia",1967-11-05 23:45,Electron,StatusRetired,184.3,Failure
2438,ULA,"Jiuquan, China",1983-06-18 08:14,Atlas V,StatusActive,815.8,Success
2439,Roscosmos,"Jiuquan, China",1959-05-02 21:17,H-IIA,StatusRetired,,Success
2440,ULA,"Cape Canaveral, FL, USA",1973-09-11 11:22,H-IIA,StatusActive,451.6,Failure
2441,ULA,"Kennedy Space Center, FL, USA",2018-11-22 18:44,Falcon 9,StatusRetired,48.0,Success
2442,Arianespace,"Baikonur Cosmodrome, Kazakhstan",2000-02-08 06:24,New Glenn,StatusRetired,454.1,Success
2443,SpaceX,"Vandenberg AFB, CA, USA",2012-01-01 09:29,Antares,StatusRetired,122.1,Success
2444,SpaceX,"Cape Canaveral, FL, USA",1984-08-27 09:33,Long March 3B,StatusRetired,74.3,Success
2445,Arianespace,"Vandenberg AFB, CA, USA",1985-12-22 13:12,Electron,StatusRetired,14.2,Success
2446,Roscosmos,"Kennedy Space Center, FL, USA",1977-03-12 21:28,Atlas V,StatusActive,551.9,Success
2447,ISRO,"Jiuquan, China",2003-11-02 05:40,Soyuz,StatusRetired,,Failure
2448,SpaceX,"Plesetsk Cosmodrome, Russia",1972-12-18 12:08,New Glenn,StatusRetired,,Success
2449,SpaceX,"Tanegashima Space Center, Japan",1993-12-07 12:36,Vulcan,StatusRetired,,Success
2450,JAXA,"Tanegashima Space Center, Japan",2015-12-26 13:36,Ariane 5,StatusActive,955.6,Success
2451,CASC,"Guiana Space Centre, French Guiana",1976-07-17 08:07,Electron,StatusActive,,Success
2452,MHI,"Cape Canaveral, FL, USA",1962-10-22 06:39,H-IIA,StatusActive,146.1,Partial Failure
2453,Boeing,"Kennedy Space Center, FL, USA",1975-11-23 21:02,Antares,StatusActive,391.0,Success
2454,CASC,"Plesetsk Cosmodrome, Russia",2013-08-14 22:55,Soyuz,StatusRetired,112.3,Success
2455,Arianespace,"Tanegashima Space Center, Japan",1961-06-24 14:39,New Glenn,StatusActive,,Failure
2456,Roscosmos,"Guiana Space Centre, French Guiana",1959-12-07 00:31,PSLV,StatusActive,,Success
2457,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2015-10-22 06:18,Vulcan,StatusRetired,,Success
2458,SpaceX,"Jiuquan, China",1957-09-25 01:13,Proton-M,StatusRetired,,Success
2459,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2014-07-03 17:46,Delta II,StatusRetired,256.2,Success
2460,JAXA,"Jiuquan, China",2016-10-27 13:55,H-IIA,StatusRetired,91.3,Success
2461,ULA,"Baikonur Cosmodrome, Kazakhstan",1994-05-06 18:50,New Glenn,StatusActive,292.9,Partial Failure
2462,SpaceX,"Guiana Space Centre, French Guiana",1971-08-20 21:58,Soyuz,StatusActive,82.8,Failure
2463,Northrop,"Plesetsk Cosmodrome, Russia",1990-02-02 16:53,New Glenn,StatusActive,174.6,Success
2464,CASC,"Cape Canaveral, FL, USA",2017-07-17 18:26,Ariane 5,StatusRetired,,Success
2465,ULA,"Jiuquan, China",1991-04-12 15:51,Atlas V,StatusActive,459.1,Failure
2466,Arianespace,"Kennedy Space Center, FL, USA",2020-09-12 18:32,H-IIA,StatusRetired,,Success
2467,Roscosmos,"Vandenberg AFB, CA, USA",2005-12-17 18:06,Vulcan,StatusActive,79.3,Failure
2468,Rocket Lab,"Plesetsk Cosmodrome, Russia",1981-01-27 22:42,Falcon 9,StatusRetired,270.8,Success
2469,SpaceX,"Plesetsk Cosmodrome, Russia",1980-07-10 04:29,Antares,StatusRetired,102.8,Success
2470,Arianespace,"Guiana Space Centre, French Guiana",1968-06-03 16:42,Long March 3B,StatusRetired,65.9,Partial Failure
2471,Arianespace,"Vandenberg AFB, CA, USA",1974-08-20 23:57,Vega,StatusRetired,,Partial Failure
2472,Arianespace,"Wenchang, China",1971-05-18 07:41,H-IIA,StatusRetired,180.2,Success
2473,CASC,"Plesetsk Cosmodrome, Russia",2000-01-13 11:41,Ariane 5,StatusRetired,44.9,Success
2474,ISRO,"Kennedy Space Center, FL, USA",1972-01-12 12:25,Atlas V,StatusRetired,88.7,Failure
2475,RVSN USSR,"Plesetsk Cosmodrome, Russia",1983-09-27 17:41,Delta II,StatusRetired,,Success
2476,Arianespace,"Satish Dhawan Space Centre, India",1964-10-27 18:51,Antares,StatusRetired,,Partial Failure
2477,Roscosmos,"Jiuquan, China",2016-06-27 16:19,Ariane 5,StatusActive,228.4,Success
2478,Roscosmos,"Tanegashima Space Center, Japan",2002-10-17 15:36,Long March 3B,StatusRetired,939.5,Success
2479,Roscosmos,"Plesetsk Cosmodrome, Russia",1981-05-04 02:26,Vulcan,StatusActive,401.8,Success
2480,CASC,"Plesetsk Cosmodrome, Russia",1973-01-23 14:57,Electron,StatusActive,132.1,Success
2481,Arianespace,"Guiana Space Centre, French Guiana",1985-06-10 01:44,New Glenn,StatusRetired,99.1,Success
2482,ULA,"Kennedy Space Center, FL, USA",2009-06-11 21:39,Ariane 5,StatusActive,75.2,Success
2483,CASC,"Guiana Space Centre, French Guiana",1964-03-06 22:58,Atlas V,StatusActive,,Failure
2484,ISRO,"Cape Canaveral, FL, USA",1971-08-06 16:03,Falcon 9,StatusActive,30.0,Partial Failure
2485,JAXA,"Jiuquan, China",1983-01-27 18:53,Falcon 9,StatusRetired,,Success
2486,SpaceX,"Kennedy Space Center, FL, USA",2002-01-09 08:22,New Glenn,StatusRetired,,Success
2487,SpaceX,"Guiana Space Centre, French Guiana",2006-06-15 14:59,Starship,StatusRetired,,Success
2488,RVSN USSR,"Vandenberg AFB, CA, USA",2008-10-02 08:23,Proton-M,StatusRetired,156.8,Success
2489,Roscosmos,"Vandenberg AFB, CA, USA",1963-01-04 20:40,Atlas V,StatusRetired,73.5,Failure
2490,ESA,"Plesetsk Cosmodrome, Russia",1959-06-05 13:54,Falcon 9,StatusActive,4.9,Prelaunch Failure
2491,SpaceX,"Tanegashima Space Center, Japan",1985-01-17 20:15,Delta II,StatusActive,,Failure
2492,Roscosmos,"Guiana Space Centre, French Guiana",2020-06-08 23:54,Electron,StatusRetired,,Success
2493,Roscosmos,"Cape Canaveral, FL, USA",2000-03-08 16:44,Antares,StatusActive,34.1,Success
2494,RVSN USSR,"Guiana Space Centre, French Guiana",2009-08-22 08:14,Starship,StatusActive,110.2,Success
2495,SpaceX,"Guiana Space Centre, French Guiana",1980-06-12 06:32,Electron,StatusRetired,142.3,Success
2496,Arianespace,"Satish Dhawan Space Centre, India",2016-11-21 00:04,Antares,StatusRetired,,Success
2497,CASC,"Tanegashima Space Center, Japan",2014-01-08 23:08,Electron,StatusActive,63.1,Success
2498,RVSN USSR,"Guiana Space Centre, French Guiana",1959-05-19 11:05,Electron,StatusRetired,224.9,Failure
2499,MHI,"Baikonur Cosmodrome, Kazakhstan",1976-08-03 12:25,Falcon 9,StatusRetired,88.1,Success
2500,Blue Origin,"Baikonur Cosmodrome, Kazakhstan",2002-03-18 07:14,H-IIA,StatusRetired,90.3,Success
2501,MHI,"Plesetsk Cosmodrome, Russia",1971-12-21 05:26,Antares,StatusRetired,112.3,Success
2502,SpaceX,"Cape Canaveral, FL, USA",1981-06-19 05:03,Vulcan,StatusActive,75.4,Success
2503,SpaceX,"Tanegashima Space Center, Japan",1986-05-19 10:20,PSLV,StatusRetired,42.3,Failure
2504,SpaceX,"Cape Canaveral, FL, USA",1970-06-15 17:34,Electron,StatusRetired,45.2,Prelaunch Failure
2505,CASC,"Vandenberg AFB, CA, USA",1963-10-06 02:11,Long March 3B,StatusRetired,,Partial Failure
2506,ISRO,"Kennedy Space Center, FL, USA",1973-01-16 20:29,Proton-M,StatusRetired,234.2,Failure
2507,RVSN USSR,"Tanegashima Space Center, Japan",2018-07-08 20:37,Vulcan,StatusRetired,221.2,Success
2508,Arianespace,"Satish Dhawan Space Centre, India",2000-09-16 20:59,Starship,StatusRetired,,Success
2509,Roscosmos,"Tanegashima Space Center, Japan",1976-02-18 05:39,Ariane 5,StatusActive,119.2,Success
2510,RVSN USSR,"Guiana Space Centre, French Guiana",1992-10-20 14:17,Long March 3B,StatusRetired,477.0,Prelaunch Failure
2511,ULA,"Jiuquan, China",1965-05-16 19:28,Ariane 5,StatusRetired,248.2,Failure
2512,SpaceX,"Satish Dhawan Space Centre, India",1994-10-11 15:37,Vega,StatusRetired,709.7,Failure
2513,ULA,"Plesetsk Cosmodrome, Russia",2004-04-07 20:16,Proton-M,StatusRetired,83.3,Success
2514,CASC,"Cape Canaveral, FL, USA",2013-06-17 08:50,Proton-M,StatusActive,46.3,Success
2515,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",2016-06-17 17:56,PSLV,StatusActive,402.2,Partial Failure
2516,CASC,"Satish Dhawan Space Centre, India",2019-11-12 22:36,H-IIA,StatusRetired,145.4,Success
2517,SpaceX,"Plesetsk Cosmodrome, Russia",1978-02-13 05:11,Atlas V,StatusActive,66.5,Success
2518,Blue Origin,"Vandenberg AFB, CA, USA",2010-02-10 10:47,Starship,StatusActive,242.0,Failure
2519,Roscosmos,"Tanegashima Space Center, Japan",2009-04-07 19:48,Ariane 5,StatusRetired,73.3,Success
2520,ULA,"Tanegashima Space Center, Japan",2009-01-14 19:08,Ariane 5,StatusRetired,,Success
2521,MHI,"Baikonur Cosmodrome, Kazakhstan",1958-09-23 00:57,Vega,StatusRetired,241.3,Success
2522,SpaceX,"Jiuquan, China",1980-07-01 02:20,Antares,StatusRetired,,Failure
2523,Arianespace,"Cape Canaveral, FL, USA",1964-12-17 22:08,Soyuz,StatusRetired,27.5,Success
2524,ISRO,"Kennedy Space Center, FL, USA",1967-07-04 21:18,Antares,StatusRetired,59.0,Partial Failure
2525,Arianespace,"Tanegashima Space Center, Japan",2020-03-21 12:54,Proton-M,StatusActive,677.5,Success
2526,ISRO,"Kennedy Space Center, FL, USA",1969-11-05 13:51,Proton-M,StatusActive,850.2,Failure
2527,Arianespace,"Cape Canaveral, FL, USA",1973-12-20 18:22,PSLV,StatusRetired,,Failure
2528,SpaceX,"Vandenberg AFB, CA, USA",1964-03-24 06:35,Vulcan,StatusRetired,,Failure
2529,ULA,"Vandenberg AFB, CA, USA",1977-01-23 11:54,PSLV,StatusActive,49.9,Success
2530,Arianespace,"Kennedy Space Center, FL, USA",1974-03-25 13:33,Atlas V,StatusActive,566.2,Partial Failure
2531,JAXA,"Baikonur Cosmodrome, Kazakhstan",1986-03-07 00:27,Ariane 5,StatusRetired,,Failure
2532,Roscosmos,"Kennedy Space Center, FL, USA",2020-04-10 17:19,Proton-M,StatusRetired,,Success
2533,RVSN USSR,"Guiana Space Centre, French Guiana",1974-04-17 07:34,Vega,StatusRetired,207.4,Success
2534,ISRO,"Plesetsk Cosmodrome, Russia",2002-03-07 05:21,Starship,StatusRetired,,Success
2535,Arianespace,"Satish Dhawan Space Centre, India",2003-10-01 12:40,Proton-M,StatusRetired,133.6,Success
2536,ISRO,"Baikonur Cosmodrome, Kazakhstan",1987-12-07 08:51,Electron,StatusRetired,151.0,Success
2537,Roscosmos,"Plesetsk Cosmodrome, Russia",1994-08-26 08:14,Vega,StatusActive,32.1,Failure
2538,Northrop,"Tanegashima Space Center, Japan",1988-08-24 12:21,Electron,StatusRetired,,Success
2539,ESA,"Cape Canaveral, FL, USA",1967-01-11 15:31,H-IIA,StatusRetired,,Failure
2540,Roscosmos,"Vandenberg AFB, CA, USA",2001-07-09 01:25,H-IIA,StatusActive,136.0,Success
2541,ULA,"Cape Canaveral, FL, USA",1981-11-12 13:58,Soyuz,StatusActive,146.4,Success
2542,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1989-02-03 05:33,Antares,StatusRetired,,Partial Failure
2543,Arianespace,"Wenchang, China",2016-01-04 07:35,PSLV,StatusRetired,,Failure
2544,Arianespace,"Kennedy Space Center, FL, USA",1994-03-04 20:55,Electron,StatusRetired,,Partial Failure
2545,Roscosmos,"Guiana Space Centre, French Guiana",1997-04-28 13:42,Atlas V,StatusActive,133.8,Failure
2546,Arianespace,"Plesetsk Cosmodrome, Russia",1964-06-25 23:27,Falcon 9,StatusRetired,118.4,Failure
2547,SpaceX,"Plesetsk Cosmodrome, Russia",1967-10-13 13:43,Falcon 9,StatusRetired,,Partial Failure
2548,SpaceX,"Jiuquan, China",1978-05-23 15:05,Ariane 5,StatusActive,1631.3,Failure
2549,Roscosmos,"Vandenberg AFB, CA, USA",2007-04-19 19:30,Proton-M,StatusRetired,542.4,Partial Failure
2550,CASC,"Plesetsk Cosmodrome, Russia",1980-08-10 00:43,Ariane 5,StatusActive,19.0,Success
2551,JAXA,"Baikonur Cosmodrome, Kazakhstan",1997-11-05 06:07,Starship,StatusRetired,1846.0,Partial Failure
2552,CASC,"Satish Dhawan Space Centre, India",1973-12-07 08:01,Vulcan,StatusRetired,288.3,Failure
2553,ULA,"Wenchang, China",1968-04-24 16:51,Long March 3B,StatusRetired,113.9,Success
2554,CASC,"Plesetsk Cosmodrome, Russia",2013-10-16 12:36,Electron,StatusRetired,649.6,Success
2555,Northrop,"Satish Dhawan Space Centre, India",2002-12-01 09:43,Proton-M,StatusRetired,11.6,Failure
2556,CASC,"Plesetsk Cosmodrome, Russia",1988-02-12 16:52,Falcon 9,StatusRetired,86.1,Success
2557,Rocket Lab,"Baikonur Cosmodrome, Kazakhstan",1971-03-02 05:34,Electron,StatusRetired,180.7,Prelaunch Failure
2558,MHI,"Satish Dhawan Space Centre, India",1972-06-07 14:38,Falcon 9,StatusActive,,Success
2559,ESA,"Tanegashima Space Center, Japan",2010-08-11 05:03,Antares,StatusRetired,674.6,Success
2560,RVSN USSR,"Plesetsk Cosmodrome, Russia",1978-08-13 18:36,Soyuz,StatusActive,,Success
2561,ULA,"Tanegashima Space Center, Japan",1984-11-02 02:57,Falcon 9,StatusActive,293.6,Success
2562,Roscosmos,"Jiuquan, China",1976-09-07 08:05,PSLV,StatusActive,,Failure
2563,JAXA,"Vandenberg AFB, CA, USA",1989-07-15 12:58,Atlas V,StatusActive,388.1,Failure
2564,Northrop,"Baikonur Cosmodrome, Kazakhstan",1966-02-25 21:27,Proton-M,StatusRetired,81.6,Success
2565,RVSN USSR,"Guiana Space Centre, French Guiana",1996-08-11 19:35,Ariane 5,StatusRetired,321.3,Success
2566,Boeing,"Baikonur Cosmodrome, Kazakhstan",1988-07-02 01:57,New Glenn,StatusActive,71.6,Success
2567,Blue Origin,"Kennedy Space Center, FL, USA",2006-08-07 03:07,Proton-M,StatusRetired,199.2,Failure
2568,CASC,"Guiana Space Centre, French Guiana",2016-12-04 12:41,Vulcan,StatusRetired,,Success
2569,ESA,"Kennedy Space Center, FL, USA",1989-03-11 17:08,Vulcan,StatusRetired,,Success
2570,Northrop,"Satish Dhawan Space Centre, India",1958-07-02 00:12,Starship,StatusActive,,Failure
2571,Northrop,"Jiuquan, China",1989-10-16 17:14,Proton-M,StatusActive,37.7,Partial Failure
2572,CASC,"Satish Dhawan Space Centre, India",1989-09-07 01:42,Falcon 9,StatusActive,56.6,Success
2573,ISRO,"Plesetsk Cosmodrome, Russia",1997-03-13 13:53,Falcon 9,StatusActive,109.2,Success
2574,RVSN USSR,"Vandenberg AFB, CA, USA",1969-10-05 14:13,Electron,StatusRetired,59.6,Failure
2575,Arianespace,"Baikonur Cosmodrome, Kazakhstan",1986-06-17 15:54,Long March 3B,StatusRetired,305.0,Prelaunch Failure
2576,Roscosmos,"Cape Canaveral, FL, USA",1989-02-21 14:18,Vega,StatusActive,112.4,Failure
2577,CASC,"Baikonur Cosmodrome, Kazakhstan",1969-02-12 08:36,Soyuz,StatusActive,378.0,Success
2578,Virgin Orbit,"Baikonur Cosmodrome, Kazakhstan",2008-05-28 04:42,New Glenn,StatusActive,111.8,Success
2579,ULA,"Guiana Space Centre, French Guiana",1982-05-19 19:56,Proton-M,StatusRetired,304.0,Prelaunch Failure
2580,Arianespace,"Wenchang, China",1978-07-07 23:27,Long March 3B,StatusActive,,Failure
2581,CASC,"Cape Canaveral, FL, USA",1995-12-06 03:51,Proton-M,StatusRetired,,Success
2582,Northrop,"Plesetsk Cosmodrome, Russia",1958-02-08 17:24,PSLV,StatusRetired,,Failure
2583,SpaceX,"Kennedy Space Center, FL, USA",1994-11-13 02:03,Antares,StatusActive,158.8,Prelaunch Failure
2584,Roscosmos,"Tanegashima Space Center, Japan",1995-07-05 13:38,Electron,StatusRetired,309.6,Failure
2585,MHI,"Kennedy Space Center, FL, USA",1982-05-02 07:23,Falcon 9,StatusRetired,74.6,Failure
2586,ESA,"Vandenberg AFB, CA, USA",2002-06-09 15:19,Starship,StatusRetired,146.6,Success
2587,SpaceX,"Jiuquan, China",2014-08-11 14:06,Long March 3B,StatusRetired,,Success
2588,Blue Origin,"Vandenberg AFB, CA, USA",2006-10-24 16:21,Vulcan,StatusRetired,1028.9,Success
2589,Northrop,"Jiuquan, China",1971-12-06 21:53,Electron,StatusActive,202.8,Success
2590,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1990-04-26 11:17,Starship,StatusActive,,Partial Failure
2591,SpaceX,"Guiana Space Centre, French Guiana",1998-07-07 23:45,Starship,StatusRetired,91.3,Success
2592,SpaceX,"Plesetsk Cosmodrome, Russia",2011-06-25 14:14,Delta II,StatusRetired,359.2,Success
2593,ESA,"Wenchang, China",2000-10-07 04:15,Starship,StatusActive,,Partial Failure
2594,SpaceX,"Vandenberg AFB, CA, USA",2005-02-19 04:01,Vulcan,StatusRetired,139.1,Success
2595,Arianespace,"Guiana Space Centre, French Guiana",1996-08-06 19:27,PSLV,StatusRetired,,Failure
2596,JAXA,"Kennedy Space Center, FL, USA",1967-10-11 08:53,Ariane 5,StatusActive,,Failure
2597,Roscosmos,"Wenchang, China",2017-09-11 08:35,Long March 3B,StatusRetired,662.4,Failure
2598,ISRO,"Satish Dhawan Space Centre, India",1959-05-07 14:42,H-IIA,StatusRetired,372.3,Partial Failure
2599,JAXA,"Baikonur Cosmodrome, Kazakhstan",2015-10-02 00:49,Vulcan,StatusRetired,149.7,Success
2600,SpaceX,"Cape Canaveral, FL, USA",1962-04-19 00:07,New Glenn,StatusRetired,133.9,Success
2601,RVSN USSR,"Cape Canaveral, FL, USA",1965-06-04 15:57,Antares,StatusActive,61.5,Failure
2602,Arianespace,"Tanegashima Space Center, Japan",1962-08-26 21:17,Ariane 5,StatusRetired,,Prelaunch Failure
2603,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1965-11-06 21:40,Starship,StatusRetired,61.5,Success
2604,Roscosmos,"Tanegashima Space Center, Japan",1995-03-17 11:18,Delta II,StatusRetired,465.7,Failure
2605,SpaceX,"Cape Canaveral, FL, USA",1987-10-25 17:58,Vulcan,StatusActive,100.8,Success
2606,Rocket Lab,"Plesetsk Cosmodrome, Russia",1988-11-05 04:58,Soyuz,StatusRetired,438.1,Success
2607,ULA,"Kennedy Space Center, FL, USA",1997-11-28 01:38,Atlas V,StatusRetired,144.0,Success
2608,SpaceX,"Plesetsk Cosmodrome, Russia",2006-01-07 09:46,Falcon 9,StatusActive,,Success
2609,MHI,"Guiana Space Centre, French Guiana",1968-04-09 06:59,Starship,StatusRetired,71.2,Prelaunch Failure
2610,Roscosmos,"Kennedy Space Center, FL, USA",1964-04-25 04:46,New Glenn,StatusRetired,189.9,Partial Failure
2611,Northrop,"Cape Canaveral, FL, USA",1964-01-01 19:59,Vulcan,StatusActive,29.4,Failure
2612,Roscosmos,"Tanegashima Space Center, Japan",2006-09-01 19:14,Atlas V,StatusRetired,68.9,Success
2613,ESA,"Baikonur Cosmodrome, Kazakhstan",1984-03-19 09:23,Falcon 9,StatusActive,,Failure
2614,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2018-05-06 13:25,Atlas V,StatusActive,,Success
2615,Arianespace,"Jiuquan, China",1976-06-18 09:16,New Glenn,StatusActive,,Partial Failure
2616,ULA,"Wenchang, China",2018-08-10 20:13,Soyuz,StatusActive,179.0,Success
2617,SpaceX,"Satish Dhawan Space Centre, India",2003-06-28 01:47,Delta II,StatusActive,235.9,Success
2618,Boeing,"Cape Canaveral, FL, USA",2015-03-11 12:26,Delta II,StatusRetired,,Success
2619,CASC,"Cape Canaveral, FL, USA",2019-06-01 08:06,H-IIA,StatusActive,156.1,Partial Failure
2620,Arianespace,"Tanegashima Space Center, Japan",1963-01-01 15:09,PSLV,StatusRetired,,Failure
2621,SpaceX,"Jiuquan, China",1967-04-13 23:53,H-IIA,StatusRetired,179.1,Partial Failure
2622,Boeing,"Vandenberg AFB, CA, USA",1976-06-05 08:21,Falcon 9,StatusRetired,,Partial Failure
2623,ESA,"Wenchang, China",1972-07-20 22:06,Vulcan,StatusRetired,18.7,Failure
2624,CASC,"Plesetsk Cosmodrome, Russia",1960-11-01 15:08,Long March 3B,StatusRetired,179.3,Partial Failure
2625,Roscosmos,"Plesetsk Cosmodrome, Russia",1962-11-20 23:28,Delta II,StatusRetired,248.8,Failure
2626,Arianespace,"Vandenberg AFB, CA, USA",2014-10-03 16:19,Falcon 9,StatusActive,209.9,Success
2627,Roscosmos,"Jiuquan, China",1978-03-18 06:42,H-IIA,StatusRetired,,Failure
2628,SpaceX,"Wenchang, China",1982-09-09 07:06,New Glenn,StatusRetired,452.5,Success
2629,ULA,"Cape Canaveral, FL, USA",2019-12-14 18:19,Delta II,StatusActive,56.3,Success
2630,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1959-12-27 11:38,Falcon 9,StatusRetired,,Failure
2631,RVSN USSR,"Cape Canaveral, FL, USA",2019-07-17 07:06,Vega,StatusRetired,41.0,Success
2632,CASC,"Plesetsk Cosmodrome, Russia",1997-01-23 05:24,Soyuz,StatusActive,232.6,Partial Failure
2633,JAXA,"Kennedy Space Center, FL, USA",2016-02-14 08:58,Delta II,StatusRetired,,Partial Failure
2634,Roscosmos,"Tanegashima Space Center, Japan",1998-01-04 12:38,Vega,StatusRetired,,Success
2635,RVSN USSR,"Tanegashima Space Center, Japan",1970-11-05 07:21,New Glenn,StatusRetired,,Failure
2636,CASC,"Satish Dhawan Space Centre, India",1967-09-26 16:16,H-IIA,StatusRetired,,Failure
2637,CASC,"Guiana Space Centre, French Guiana",1974-09-21 15:21,Ariane 5,StatusRetired,283.0,Success
2638,RVSN USSR,"Plesetsk Cosmodrome, Russia",2010-07-17 01:07,Falcon 9,StatusActive,,Success
2639,SpaceX,"Jiuquan, China",1968-10-22 16:44,New Glenn,StatusRetired,680.4,Failure
2640,SpaceX,"Tanegashima Space Center, Japan",1979-03-25 17:23,Vega,StatusActive,49.9,Failure
2641,SpaceX,"Kennedy Space Center, FL, USA",1968-05-02 21:59,Soyuz,StatusRetired,,Success
2642,ESA,"Cape Canaveral, FL, USA",1969-04-23 09:01,Atlas V,StatusActive,604.7,Partial Failure
2643,SpaceX,"Satish Dhawan Space Centre, India",1981-07-22 01:26,Atlas V,StatusActive,,Failure
2644,RVSN USSR,"Baikonur Cosmodrome, Kazakhstan",2001-09-05 13:47,Proton-M,StatusRetired,862.3,Success
2645,ULA,"Plesetsk Cosmodrome, Russia",2007-12-04 06:52,Soyuz,StatusRetired,1215.7,Success
2646,SpaceX,"Guiana Space Centre, French Guiana",2014-02-04 20:55,Proton-M,StatusActive,,Success
2647,CASC,"Jiuquan, China",1975-08-06 11:31,Proton-M,StatusRetired,,Success
2648,Arianespace,"Satish Dhawan Space Centre, India",2011-09-20 22:27,Proton-M,StatusRetired,,Failure
